IdxCd,IdxNm,TrdDt,OpPr,HiPr,LoPr,ClPr
399001,深证成指,2012-06-20,9877.19,9906.11,9800.57,9821.79
399001,深证成指,2012-06-21,9787.58,9787.58,9621.77,9682.69
399001,深证成指,2012-06-25,9635.70,9635.70,9402.23,9414.21
399001,深证成指,2012-06-26,9373.14,9489.26,9351.80,9446.59
399001,深证成指,2012-06-27,9444.27,9540.89,9406.39,9416.50
399001,深证成指,2012-06-28,9449.71,9495.62,9383.27,9383.27
399001,深证成指,2012-06-29,9374.36,9512.06,9363.97,9500.32
399001,深证成指,2012-07-02,9575.09,9624.27,9510.68,9566.45
399001,深证成指,2012-07-03,9566.57,9698.47,9533.29,9607.33
399001,深证成指,2012-07-04,9637.11,9665.02,9543.28,9569.16
399001,深证成指,2012-07-05,9511.00,9511.00,9366.89,9412.64
399001,深证成指,2012-07-06,9463.07,9716.55,9431.13,9690.16
399001,深证成指,2012-07-09,9636.22,9727.52,9491.45,9496.68
399001,深证成指,2012-07-10,9467.75,9557.44,9445.95,9476.72
399001,深证成指,2012-07-11,9455.46,9614.20,9453.63,9588.29
399001,深证成指,2012-07-12,9575.53,9800.35,9541.09,9753.49
399001,深证成指,2012-07-13,9720.45,9853.73,9708.62,9792.49
399001,深证成指,2012-07-16,9768.59,9771.04,9540.89,9540.89
399001,深证成指,2012-07-17,9503.45,9602.99,9476.90,9560.03
399001,深证成指,2012-07-18,9545.36,9588.04,9328.90,9514.17
399001,深证成指,2012-07-19,9488.89,9609.44,9432.96,9509.49
399001,深证成指,2012-07-20,9471.96,9509.41,9325.26,9333.21
399001,深证成指,2012-07-23,9255.94,9255.94,9152.98,9186.02
399001,深证成指,2012-07-24,9133.92,9340.52,9130.18,9262.77
399001,深证成指,2012-07-25,9225.56,9248.44,9146.14,9155.34
399001,深证成指,2012-07-26,9148.78,9218.12,9069.97,9081.90
399001,深证成指,2012-07-27,9099.42,9157.98,9054.87,9087.13
399001,深证成指,2012-07-30,9087.30,9183.50,9055.59,9071.06
399001,深证成指,2012-07-31,9080.80,9152.09,9033.92,9059.22
399001,深证成指,2012-08-01,9047.59,9234.74,9045.43,9165.97
399001,深证成指,2012-08-02,9150.95,9164.08,8959.17,8995.62
399001,深证成指,2012-08-03,9016.53,9076.62,8957.28,9076.62
399001,深证成指,2012-08-06,9055.12,9229.35,9036.76,9212.20
399001,深证成指,2012-08-07,9217.79,9243.09,9175.67,9229.27
399001,深证成指,2012-08-08,9231.89,9303.88,9191.30,9210.67
399001,深证成指,2012-08-09,9203.41,9344.09,9176.78,9337.54
399001,深证成指,2012-08-10,9335.56,9335.56,9224.30,9238.20
399001,深证成指,2012-08-13,9226.46,9226.46,9035.41,9039.22
399001,深证成指,2012-08-14,9039.45,9101.26,8929.00,9089.61
